Date,flight prices,the florida keys,florida beach resorts,planning a trip,resorts florida,exercise,florida beach house,key florida,keys florida,hotels in florida,longboat key,weights,cay,family resorts,south beach miami,buying a house,shore excursions,island florida,longboat,destin florida rentals,florida homes for sale,key west florida,breakfast key west,hotels clearwater,suites orlando,vacation in florida,axles,clearwater beach florida,st petersburg beach,resort packages,key largo,marathon key,all inclusive aruba,family beach vacations,cruise prices,plan a,marathon florida,bed and breakfast key west,universal studios vacation,florida resorts,diet,lido key,beach houses for rent,florida disney,stanford summer,us virgin islands,hotels daytona,pine key,florida for sale,to do in cancun,vacation house rentals,florida cheap,cruise bahamas,diet snacks,vacation all inclusive,key west beaches,house key,homes for sale florida,hotels in san juan,key west,beach houses,all inclusive caribbean,high school internships,las vegas flights,siesta keys,inclusive resort,sirata beach,camping in florida,passport renewal,low carb meals,florida vacation spots,sirata beach resort,petersburg,body fat,high school summer programs,wedding sandals,living in florida,carb meals,treasure island florida,hawaii packages,hawaii flights,rentals florida keys,hopper pass,summer hockey camps,camp themes,creatine,all inclusive resort,rosacea,banyan,big pine key,hawaiian inn,sugar alcohol,bride dresses,rentals orlando,college summer programs,summer high,duck key,west florida,bavaro,miami beach hotels
7/22/12,0.172,0.057,-0.004,0.75,-0.028,0.138,0.028,0.649,0.451,-0.247,0.267,0.846,-0.155,0.566,0.61,0.636,0.661,0.146,0.051,0.149,-0.316,0.561,0.574,0.431,-0.136,-0.241,-0.529,0.33,0.455,0.033,0.761,-0.197,-0.428,0.027,0.05,0.638,0.072,0.691,-0.354,-0.204,0.839,-0.136,0.91,0.225,-0.607,-0.024,-0.03,0.827,0.3,-0.352,1.638,-0.025,1.188,0.793,0.294,0.504,1.484,0.234,0.543,0.292,0.229,-0.022,-0.795,-0.392,0.201,0.234,-0.053,-0.679,-0.519,-0.089,0.002,0.141,0.317,1.437,-0.869,0.358,-0.485,0.08,1.054,0.118,-0.159,-0.231,0.323,-0.564,-0.572,0.461,0.282,-0.72,-0.247,1.026,0.819,0.354,0.31,0.463,-0.915,-1.049,0.776,0.029,1.007,-0.398
7/29/12,0.103,-0.223,-0.093,0.439,-0.192,0.446,-0.33,0.422,0.508,-0.532,0.16,0.988,0.037,0.295,0.331,0.563,0.879,-0.14,-0.123,-0.132,-0.531,0.619,0.101,-0.01,-0.248,-0.322,-0.766,0.325,0.334,-0.172,0.611,-0.023,-0.388,-0.412,-0.147,0.161,-0.159,0.259,-0.556,-0.248,0.854,-0.203,0.669,0.105,-0.574,-0.005,-0.282,0.37,0.395,-0.694,1.141,-0.461,0.384,0.783,0.309,0.807,0.859,-0.329,0.21,0.122,0.103,-0.196,-0.886,-0.526,0.099,-0.053,0.139,-0.153,-0.555,0.112,-0.132,0.363,0.058,1.734,-1.066,0.275,-0.275,0.137,0.717,-0.173,-0.457,0.712,0.486,-0.566,-0.549,0.679,0.001,-1.041,-0.399,0.51,0.617,0.127,0.052,0.363,-1.107,-1.027,0.337,0.05,0.157,-0.703
8/5/12,-0.128,-0.362,-0.406,0.221,-0.5,0.682,-0.457,0.118,0.689,-0.607,-0.084,0.795,-0.225,0.357,0.317,0.563,0.487,-0.141,-0.275,-0.69,-0.778,0.415,0.356,0.01,-0.661,-0.541,-0.559,0.097,-0.146,-0.136,0.674,-0.089,-0.58,-0.299,0.008,0.207,0.119,0.284,-0.153,-0.586,0.665,-0.254,0.214,-0.142,-0.55,-0.046,-0.57,1.059,0.427,-0.508,0.91,-0.438,0.309,0.096,-0.668,0.303,0.815,-0.651,-0.643,0.12,-0.225,-0.506,-0.733,-0.293,-0.23,-0.117,-0.106,-0.82,-0.676,0.008,-0.37,0.027,-0.169,1.12,-1.07,0.756,-0.726,0.073,0.63,-0.208,0.059,0.072,0.66,-0.668,-1.006,0.393,-0.057,-0.91,0.173,1.209,-0.012,0.213,-0.029,0.348,-1.286,-1.207,0.14,-0.084,-0.221,-0.675
8/12/12,-0.413,-0.566,-0.974,0.067,-0.483,-0.512,-0.962,-0.213,0.196,-1.003,-0.484,0.063,-0.444,-0.065,0.2,0.602,0.277,-0.563,-0.683,-0.633,-0.512,0.027,0.05,-0.558,-1.136,-0.617,-0.577,-0.201,-0.672,-0.264,-0.014,-0.497,-0.403,-0.722,-0.324,0.299,-0.097,-0.12,-0.736,-0.842,0.465,-0.546,0.054,-0.549,-0.313,-0.601,-0.755,0.018,0.53,-0.643,0.369,-0.589,0.174,0.376,-0.365,0.144,0.624,-0.198,-0.095,-0.232,-0.434,-0.216,-1.058,-0.369,-0.424,-0.225,-0.723,-0.966,-0.602,0.045,-0.317,-0.619,0.015,1.485,-1.152,0.381,-0.864,0.082,0.053,-0.061,0.046,-0.4,-0.128,-0.816,-0.847,0.277,-0.186,-0.872,0.242,0.135,-0.301,0.438,0.072,-0.166,-1.251,-1.358,0.183,-0.239,-0.386,-0.863
8/19/12,-0.428,-0.078,-0.961,-0.404,-1.006,-0.493,-0.974,-0.529,-0.1,-1.131,-0.627,0.004,-0.57,-0.5,-0.177,0.415,0.134,-0.794,-0.826,-0.927,-0.614,0.458,-0.86,-0.858,-1.464,-0.676,-0.2,-0.557,-0.85,-0.753,-0.697,-0.929,-0.145,-0.912,-0.056,-0.044,-0.417,-0.626,-1.006,-0.901,0.335,-0.57,-0.32,-0.807,-0.564,-0.125,-1,-0.647,0.383,-0.844,0.093,-0.874,0.12,0.083,-0.478,-0.364,-0.109,-0.198,-0.276,0.002,-0.627,-0.567,-0.905,-0.556,-0.845,-0.608,-0.592,-0.926,-0.849,0.03,-0.873,-0.487,0.121,0.567,-1.144,0.109,-0.301,0.069,-0.348,-0.325,-0.359,-0.753,-0.136,-0.916,-1.093,0.459,-0.559,-0.813,0.063,-0.552,-0.213,0.461,-0.033,0.471,-1.317,-1.252,-0.508,0.116,-0.37,-1.14
8/26/12,-0.709,-0.348,-0.771,-0.506,-1.238,-0.629,-1.148,-0.577,-0.477,-1.219,-0.41,-0.398,-0.981,-0.619,-0.329,0.039,-0.375,-0.77,-0.631,-0.891,-0.934,0.54,-0.264,-0.663,-1.441,-1.339,-0.572,-0.568,-0.727,-1.227,-0.69,-0.868,-0.854,-1.157,-0.114,-0.338,-0.388,-0.112,-0.603,-1.141,0.033,-0.826,-0.655,-0.703,-1.145,-0.896,-0.965,-0.185,-0.301,-0.972,-0.182,-0.923,-0.265,0.27,-0.606,-0.581,-0.209,-0.797,-1.099,0.374,-0.904,-0.709,-0.964,-1.035,-0.905,-0.773,-0.222,-0.854,-1.246,-0.289,-0.759,-0.08,-0.299,0.257,-1.009,-0.486,-0.537,-0.202,-0.246,-0.532,-0.643,-1.273,-0.444,-1.066,-1.347,0.264,-0.736,1.187,-0.186,-0.077,-0.404,-0.021,-0.26,-0.384,-1.277,-1.319,-0.83,0.159,-0.955,-1.141
9/2/12,-0.469,-0.947,-0.958,-0.419,-1.056,-0.516,-0.732,-0.858,-0.689,-1.273,-1.044,-0.391,-0.917,-0.781,-0.504,0.083,-0.239,-0.442,-1.194,-0.975,-0.457,-0.692,-0.58,-0.938,-1.703,-0.786,-0.229,-0.997,-0.779,-1.345,-0.81,-1.262,-0.962,-1.01,-0.404,-0.188,-1.17,-0.813,-0.866,-1.246,0.142,-1.184,-0.515,-1.394,-1.426,-0.776,-1.187,-0.874,0.018,-1.222,-0.521,-0.653,-0.243,0.06,-0.491,-0.635,-0.088,-0.746,-0.397,-0.926,-0.881,-0.408,-0.717,-0.751,-0.755,-0.849,-0.888,-0.903,-1.292,-0.163,-0.911,-0.815,-0.249,0.074,-1.146,-0.232,-0.684,-0.058,-0.178,-0.459,-0.647,-0.55,-0.433,-1.066,-1.283,0.382,-0.813,0.259,0.647,-0.776,-0.714,0.014,-0.12,-0.083,-1.367,-1.324,-1.353,-1.03,-0.827,-1.277
9/9/12,-0.785,-1.441,-1.117,-0.943,-1.291,-0.197,-1.256,-1.119,-1.129,-1.551,-1.247,-0.334,-1.109,-1.189,-0.657,0.049,-0.646,-1.334,-1.367,-1.063,-0.927,-0.748,-0.556,-1.274,-1.506,-1.28,-0.621,-1.075,-1.128,-1.384,-1.092,-1.359,-0.966,-1.256,-0.329,-0.34,-1.175,-0.594,-1.141,-1.307,0.145,-1.329,-0.822,-0.953,-1.314,-1.118,-1.569,-1.183,-0.746,-1.425,-0.659,-1.104,-0.515,0.574,-0.835,-1.515,-0.656,-0.783,-0.767,-1.176,-1.163,-0.715,-0.787,-0.551,-1.159,-1.048,-1.104,-0.896,-1.246,-0.367,-1.112,-1.032,-1.021,0.48,-0.938,-0.482,-1.255,-0.247,-0.598,-0.723,-0.631,-0.798,-0.714,-1.066,-1.274,0.397,-1.002,-0.468,1.118,-1.12,-0.653,0.172,-0.306,-0.337,-1.173,-1.307,-1.198,-1.039,-0.952,-1.371
9/16/12,-0.39,-1.264,-1.043,-0.673,-1.309,-0.139,-1.159,-1.027,-1.266,-1.548,-1.217,-0.437,-0.906,-1.271,-0.764,0.125,-0.639,-1.281,-1.038,-0.999,-0.922,-0.8,-0.582,-1.184,-1.196,-1.074,-0.417,-0.952,-1.208,-1.289,-1.175,-1.387,-1.451,-1.156,-0.158,-0.144,-1.229,-0.623,-0.974,-1.207,0.312,-1.189,-1.011,-0.924,-1.376,-1.315,-1.231,-1.099,-0.662,-1.122,-0.476,-0.792,-0.293,0.367,-0.749,-0.962,-0.501,-0.73,-0.766,-1.219,-1.186,-0.665,-0.538,-0.711,-1.495,-0.965,-1.062,-0.778,-1.329,-0.31,-0.872,-0.966,-0.905,0.54,-1,-0.719,-1.031,-0.235,-0.441,-0.577,-0.186,-0.832,-0.573,-1.066,-1.325,0.358,-0.929,-0.559,-0.421,-1.059,-0.809,0.184,-0.328,-0.878,-1.312,-1.289,-1.199,-0.868,-0.868,-1.304
9/23/12,-0.989,-1.289,-1.111,-1.113,-1.261,-0.241,-1.128,-1.158,-0.86,-1.479,-1.251,-0.529,-1.184,-1.134,-0.817,0.014,-0.65,-1.359,-1.338,-0.754,-1.069,-0.95,-1.059,-1.139,-1.135,-1.442,-0.49,-0.958,-1.148,-1.293,-1.299,-1.568,-1.301,-1.119,-0.504,-0.32,-1.439,-0.947,-1.061,-1.388,0.091,-0.922,-1.084,-1.001,-1.352,-1.325,-1.171,-1.431,-0.402,-1.158,-0.717,-1.055,-0.633,-0.124,-1.181,-1.318,-1.081,-0.718,-0.891,-1.349,-1.267,-0.82,-0.943,-1.046,-1.143,-0.957,-1.107,-1.175,-1.46,-0.25,-1.051,-1.042,-0.76,0.338,-1.179,-0.479,-0.803,-0.167,-0.486,-0.562,-0.896,-1.041,-0.471,-0.947,-0.994,0.898,-0.906,-0.679,-0.108,-1.397,-0.946,0.054,-0.454,-0.547,-1.256,-1.281,-1.461,-0.918,-0.773,-1.25
9/30/12,-0.579,-1.221,-1.179,-0.904,-0.971,-0.526,-1.165,-1.085,-1.084,-1.542,-1.226,-0.718,-1.16,-1.136,-0.662,-0.148,-0.826,-1.441,-1.358,-0.865,-1.36,-0.868,-0.669,-0.957,-0.891,-0.989,-0.691,-0.914,-1.287,-1.348,-1.322,-1.346,-1.13,-1.308,-0.942,-0.049,-1.371,-0.817,-1.109,-1.339,-0.073,-1.295,-1.251,-0.812,-1.31,-1.371,-1.005,-1.074,-0.437,-1.28,-0.941,-1.269,-0.677,-0.051,-1.315,-0.934,-0.602,-0.751,-1.129,-1.203,-1.38,-1.018,-1.09,-0.723,-1.153,-1.044,-1.076,-0.992,-1.402,-0.318,-1.04,-0.981,-0.584,0.217,-1.032,-0.533,-0.839,-0.118,-0.625,-0.499,-0.697,-1.32,-0.268,-1.066,-1.224,0.482,-0.984,-0.691,-0.812,-1.019,-0.978,0.173,-0.576,-0.428,-1.137,-1.258,-1.517,-0.879,-0.859,-1.44
10/7/12,-1.152,-1.178,-1.192,-0.962,-0.683,-0.752,-1.405,-1.116,-1.196,-1.623,-0.988,-0.886,-0.838,-1.11,-0.827,-0.396,-1.066,-1.308,-1.134,-1.179,-1.032,-0.962,-0.839,-1.191,-0.845,-0.912,-0.815,-0.818,-1.213,-1.122,-1.237,-1.243,-1.138,-1.127,-0.917,-0.544,-1.512,-0.919,-1.153,-1.35,-0.196,-1.083,-1.298,-1.078,-1.282,-1.514,-0.825,-1.356,-0.87,-1.332,-0.855,-1.017,-0.76,0.08,-1.616,-1.026,-0.863,-0.534,-1.341,-1.187,-1.436,-0.657,-0.999,-1.281,-1.24,-1.14,-1.187,-0.411,-1.37,-0.639,-1.119,-1.111,-0.938,-0.122,-1.075,-0.428,-0.773,-0.551,-0.616,-0.534,-0.42,-0.783,-0.258,-0.95,-1.002,-0.097,-1.099,-0.579,-0.689,-1.29,-0.957,-0.05,-0.623,-0.507,-1.142,-1.154,-0.458,-1.001,-0.566,-1.413
10/14/12,-0.581,-1.287,-1.096,-0.884,-1.051,-0.538,-1.245,-1.202,-0.964,-1.587,-1.02,-0.944,-1.029,-1.139,-0.858,-0.177,-0.86,-1.415,-1.196,-1.044,-1.151,-0.787,-0.574,-1.182,-0.599,-1.25,-0.748,-0.847,-0.905,-0.996,-1.226,-1.109,-0.961,-0.99,-0.811,-0.429,-1.211,-0.621,-0.952,-1.367,-0.093,-1.035,-1.334,-1.074,-1.196,-1.406,-1.103,-0.977,-0.68,-1.368,-0.902,-1.218,-0.178,-0.309,-1.206,-1.193,-0.629,-0.765,-1.303,-1.068,-1.506,-0.705,-0.898,-1.376,-1.278,-1.204,-1.216,-0.293,-1.396,-0.668,-0.836,-1.141,-0.935,0.076,-0.798,-0.926,-0.8,-0.663,-0.606,-0.781,-1.157,-0.54,-0.198,-0.883,-1.203,0.225,-1.154,-0.711,-0.999,-0.93,-1.281,-0.021,-0.747,-0.527,-0.944,-1.106,-1.005,-0.967,-0.446,-1.257
10/21/12,-0.926,-1.219,-1.016,-1.278,-0.872,-0.688,-1.55,-1.267,-0.957,-1.529,-0.924,-1.125,-0.514,-1.176,-0.892,-0.28,-1.051,-1.088,-1.097,-1.127,-1.162,-0.664,-0.778,-1.191,-0.87,-1.072,-0.99,-1.03,-0.868,-1.028,-1.191,-1.102,-1.197,-0.996,-0.886,-1.105,-1.285,-0.809,-1.009,-1.377,-0.39,-1.221,-1.323,-0.987,-1.233,-1.334,-1.558,-0.865,-0.768,-1.328,-0.875,-1.127,-0.059,-0.207,-1.47,-0.848,-0.584,-0.677,-1.233,-0.635,-1.496,-0.877,-0.822,-1.177,-1.149,-1.103,-1.289,-0.277,-1.445,-0.705,-1.259,-1.197,-0.969,-0.144,-0.974,-1.046,-0.911,-0.671,-0.796,-0.896,-1.055,-1.073,-0.497,-0.907,-0.996,-0.047,-1.064,-0.627,-1.027,-0.823,-1.383,-0.285,-0.791,-0.741,-1.092,-1.102,-1.155,-0.949,-0.689,-1.371
10/28/12,-1.43,-1.542,-1.464,-1.329,-1.298,-1.515,-1.473,-1.669,-1.418,-1.736,-1.242,-1.986,-1.327,-1.547,-1.244,-0.961,-1.692,-1.668,-1.358,-1.046,-1.514,-1.162,-1.239,-1.595,-1.253,-1.537,-1.501,-1.174,-1.314,-1.229,-1.555,-1.487,-1.838,-1.313,-1.211,-1.419,-1.336,-1.243,-1.333,-1.55,-0.829,-1.841,-1.464,-1.043,-1.245,-1.828,-1.464,-1.054,-1.178,-1.388,-1.258,-1.33,-1.166,-0.396,-1.964,-1.589,-1.118,-0.712,-1.488,-1.406,-1.494,-1.377,-1.095,-1.436,-1.303,-1.61,-1.391,-0.459,-1.786,-0.58,-1.19,-1.368,-1.162,-0.871,-1.043,-1.013,-1.263,-0.544,-1.041,-1.165,-1.032,-1.017,-0.821,-0.838,-0.957,-0.598,-1.56,-1.066,-1.683,-1.002,-1.525,-0.513,-1.233,-1.1,-1.132,-1.226,-1.514,-1.365,-1.436,-1.793
11/4/12,-0.897,-1.278,-1.427,-1.465,-1.123,-0.974,-1.191,-1.508,-1.139,-1.657,-1.174,-1.769,-1.617,-1.481,-0.967,-0.682,-1.487,-1.611,-1.34,-1.157,-1.458,-0.877,-0.511,-1.565,-0.901,-0.926,-1.725,-1.152,-1.172,-1.239,-1.283,-1.262,-1.415,-0.861,-1.158,-1.176,-1.056,-0.765,-1.337,-1.518,-0.634,-1.284,-1.437,-0.783,-1.178,-1.224,-1.333,-1.13,-1.013,-1.305,-1.019,-1.168,-0.956,-0.618,-1.834,-1.41,-0.553,-1.022,-1.259,-1.16,-1.549,-1.122,-0.988,-1.67,-1.29,-1.367,-1.433,-0.297,-1.409,-0.536,-1.041,-1.432,-1.165,-0.921,-0.956,-1.024,-1.128,-0.455,-1.208,-1.05,-1.356,-1.065,-0.491,-0.866,-0.98,-0.51,-1.33,-0.944,-1.513,-1.069,-1.179,-0.703,-1.147,-0.437,-0.898,-1.091,-1.248,0.419,-1.227,-1.588
11/11/12,-1.317,-1.176,-1.225,-1.09,-1.128,-0.743,-1.334,-1.35,-1.51,-1.523,-1.06,-1.318,-0.852,-1.221,-0.833,-0.503,-0.954,-1.34,-1.174,-1.03,-1.129,-0.775,-0.738,-1.338,-1.229,-1.133,-1.303,-0.947,-1.325,-1.145,-1.174,-1.15,-1.38,-1.276,-0.9,-1.013,-1.243,-0.704,-1.283,-1.368,-0.496,-1.376,-1.292,-0.162,-1.041,-1.283,-1.598,-1.102,-0.539,-1.008,-0.933,-1.047,-0.445,-0.636,-1.599,-0.965,-0.658,-1.099,-0.854,-1.034,-1.497,-1.069,-0.92,-1.563,-1.376,-1.224,-1.306,-0.813,-1.359,-0.844,-0.943,-1.261,-1.031,-0.62,-0.708,-1.068,-1.041,-0.765,-0.636,-0.427,-1.095,-0.992,-0.076,-0.929,-0.886,-0.106,-1.174,-0.573,-1.148,-1.035,-1.203,-0.491,-1.109,-0.344,-0.826,-0.95,-0.155,-0.475,-0.909,-1.405
11/18/12,-1.505,-1.448,-1.358,-1.97,-1.296,-1.999,-1.168,-1.458,-0.946,-1.614,-1.178,-1.474,-1.29,-1.103,-0.725,-1.185,-1.523,-1.304,-1.335,-1.123,-1.196,-1.026,-1.161,-1.485,-1.75,-1.252,-2.05,-1.32,-1.26,-0.892,-1.171,-1.134,-1.708,-1.172,-1.169,-0.737,-0.911,-1.364,-0.855,-1.411,-1.275,-1.301,-1.548,-0.985,-0.978,-1.329,-1.403,-0.729,-0.934,-1.319,-0.893,-1.294,-0.603,-1.432,-1.511,-1.278,-0.546,-1.044,-1.609,-1.204,-1.627,-1.092,-0.642,-1.764,-1.353,-1.359,-1.601,-0.694,-1.698,-1.525,-1.088,-1.553,-1.969,-1.592,-0.51,-1.264,-1.432,-1.531,-0.828,-0.869,-1.098,-0.832,-0.199,-0.825,-1.282,-1.186,-1.319,-1.173,-1.836,-0.682,-1.44,-0.884,-1.161,-1.409,-0.859,-0.914,-0.579,-1.447,-1.097,-1.382
11/25/12,-0.871,-1.371,-1.145,-1.291,-1.104,-0.202,-1.05,-1.457,-1.191,-1.644,-1.054,-0.67,-1.129,-1.188,-0.811,-0.496,-1.135,-1.438,-1.171,-1.114,-1.295,-0.938,-0.96,-1.439,-1.498,-0.993,-1.405,-1.269,-1.427,-0.804,-1.411,-1.323,-1.274,-1.314,-0.813,-0.691,-1.097,-1.086,-1.126,-1.26,-0.227,-1.561,-1.388,-0.569,-0.933,-1.039,-1.34,-0.836,-0.341,-1.017,-1.006,-1.202,-0.497,0.146,-1.414,-1.736,-0.844,-0.972,-1.306,-1.305,-1.488,-0.955,-0.313,-1.458,-1.379,-1.254,-1.495,-0.916,-1.266,-0.667,-0.941,-1.485,-1.199,0.009,-0.532,-0.962,-0.755,-0.573,-1.162,-0.826,-0.535,-0.931,-0.306,-0.807,-0.893,0.129,-1.219,-0.561,-1.093,-0.811,-1.283,-0.922,-1.38,-0.805,-0.663,-0.825,-1.468,-1.278,-0.821,-1.073
12/2/12,-0.799,-1.368,-1.1,-1.375,-1.157,-0.292,-1.031,-1.46,-0.844,-1.311,-1.11,-0.349,-1.186,-1.234,-0.632,-0.563,-1.225,-1.563,-1.254,-1.154,-1.355,-0.884,-1.272,-1.387,-1.265,-1.16,-1.151,-1.154,-1.434,-0.721,-1.475,-1.213,-1.147,-1.133,-0.692,-0.889,-0.82,-1.255,-1.103,-1.198,-0.3,-0.746,-1.3,-0.579,-0.876,-1.461,-1.572,-0.897,-0.893,-1.08,-1.088,-0.724,-0.441,-0.212,-1.563,-1.066,-0.844,-1.281,-1.236,-1.271,-1.446,-1.07,-0.012,-1.445,-1.267,-1.21,-1.501,-0.956,-1.305,-0.772,-0.683,-1.481,-1.153,-0.076,-0.523,-1.358,-1.024,-0.683,-1.143,-0.529,-0.889,-0.704,-0.428,-0.805,-0.852,-0.111,-1.16,-0.686,-1.052,-0.834,-1.523,-0.776,-1.595,-0.812,-0.673,-0.704,-1.385,-1.311,-0.866,-0.922
12/9/12,-1.287,-1.291,-1.064,-1.225,-1.358,-1.241,-0.908,-1.438,-1.343,-1.419,-1.103,-1.065,-1.271,-1.355,-0.874,-1.077,-1.34,-1.495,-1.2,-1.124,-1.282,-1.059,-1.033,-1.575,-1.357,-1.172,-1.269,-1.247,-1.395,-0.748,-1.565,-1.395,-1.203,-1.274,-0.564,-1.541,-1.174,-0.869,-1.088,-1.279,-0.961,-1.467,-1.413,-0.466,-0.962,-1.394,-1.999,-0.885,-0.97,-1.015,-1.374,-0.994,-0.028,-1.112,-1.291,-1.338,-0.885,-1.536,-1.503,-1.327,-1.587,-1.106,-0.43,-1.461,-1.371,-1.329,-1.512,-1.316,-1.505,-0.986,-0.609,-1.487,-1.462,-0.989,-0.414,-1.161,-1.236,-0.897,-1.058,-0.854,-1.301,-0.917,-0.584,-0.718,-0.649,-0.601,-1.278,-0.718,-1.415,-0.778,-1.492,-0.734,-1.758,-1.007,-0.553,-0.681,-1.372,-1.539,-1.177,-1.254
12/16/12,-1.499,-1.315,-1.063,-1.409,-1.172,-2.265,-1.324,-1.1,-0.951,-1.477,-0.814,-1.598,-1.108,-1.516,-0.727,-1.209,-1.193,-1.235,-0.94,-1.11,-1.318,-0.741,-0.726,-1.597,-1.229,-1.202,-1.747,-1.114,-1.226,-0.788,-1.061,-0.946,-1.428,-1.105,-0.692,-1.995,-0.659,-0.708,-1.104,-1.332,-1.522,-1.033,-1.461,-0.002,-0.795,-1.362,-1.6,-0.364,-1.091,-0.966,-1.451,-1.298,0.222,-1.463,-1.727,-0.772,-0.646,-1.25,-1.15,-0.846,-1.602,-1.041,-0.494,-1.662,-1.16,-1.351,-1.41,-0.671,-1.632,-1.303,-0.842,-1.32,-1.058,-1.658,-0.546,-1.331,-1.138,-1.314,-0.979,-1.076,-1.64,-0.797,-0.668,-0.747,-0.735,-1.046,-1.293,-1.077,-1.333,-0.308,-1.22,-0.944,-1.744,-1.184,-0.761,-0.736,-0.966,-1.374,-1.232,-1.217
12/23/12,-0.815,-0.216,-0.073,0.155,0.691,-2.25,-0.551,-0.021,0.241,-0.803,0.745,-2.093,-0.225,0.184,0.972,-0.673,-0.682,0.065,0.368,-0.529,-0.271,0.767,0.446,-0.409,-0.046,0.239,-2.169,-0.191,-0.57,0.503,0.729,0.35,-0.41,0.188,0.382,-0.378,0.839,0.544,-0.825,-0.399,-0.591,-0.424,-0.659,0.486,-0.776,-0.252,-0.728,1.193,0.318,-0.494,-0.292,-0.441,1.375,-0.966,-0.511,0.82,0.843,-0.138,-0.205,0.766,-0.974,0.581,-0.345,-0.59,-0.588,0.083,-1.232,0.206,-1.28,-1.143,0.449,-1.172,-0.707,-1.74,-0.407,-0.801,-1.164,-1.098,-0.036,-0.039,0.297,0.16,0.207,-0.508,-1.029,-1.544,0.153,-0.689,-1.393,1.22,-0.65,-1.002,-0.718,0.05,-0.8,-0.634,0.276,-0.471,-0.744,-0.545
12/30/12,0.976,1.096,1.113,1.445,2.418,0.333,0.525,0.645,0.973,-0.249,0.822,-0.516,1.691,1.766,1.705,0.833,0.942,0.436,0.514,0.491,0.372,1.67,1.094,-0.341,0.082,0.82,-1.017,0.369,-0.03,1.672,0.865,0.479,0.997,1.95,1.489,1.474,1.284,1.188,-0.113,0.438,2.307,-0.046,0.315,1.14,-0.364,0.753,-0.444,1.156,1.091,0.325,1.504,0.231,1.538,2.913,0.415,0.693,1.647,0.592,0.106,1.513,-0.238,2.287,0.877,0.465,0.15,1.529,-0.753,0.777,0.348,0.872,1.633,-0.684,-0.022,0.602,0.376,0.2,-0.056,1.197,0.703,0.645,0.881,1.382,0.906,-0.097,0.043,-0.547,1.61,0.106,-0.129,1.085,-0.117,-0.463,0.753,0.932,-0.121,0.22,0.647,0.674,0.573,0.085
1/6/13,1.455,0.456,1.431,1.58,2.373,1.805,1.131,0.538,0.885,0.51,0.59,0.756,1.215,1.484,1.361,1.116,1.586,0.684,0.362,0.362,-0.012,1.951,1.068,0.105,0.008,1.487,-0.372,0.721,0.383,1.651,0.165,0.174,1.427,1.475,1.94,1.894,0.579,1.158,0.823,0.478,2.701,-0.172,0.916,1.096,0.296,0.679,0.078,0.673,0.382,1.067,1.907,0.009,2.368,3.358,1.571,0.716,1.751,0.045,0.916,0.872,0.019,1.955,1.118,0.519,0.041,2.108,0.061,0.597,0.564,1.114,1.417,0.235,0.027,1.949,0.725,0.565,0.005,1.327,0.468,0.726,1.081,1.403,1.04,0.629,0.763,0.927,2.209,0.468,0.945,0.651,0.3,0.393,1.339,1.911,0.36,0.32,0.977,1.155,1.573,0.302
1/13/13,1.186,0.681,1.783,0.834,2.143,1.493,0.852,0.52,1.191,0.088,0.691,0.52,1.394,1.104,0.76,1.227,1.446,0.787,0.41,0.549,-0.058,1.671,1.526,0.392,0.285,1.035,-0.001,0.829,0.541,1.623,0.271,0.487,0.959,1.456,2.094,1.083,0.728,1.657,0.752,0.533,1.603,0.306,0.81,1.276,0.998,0.462,-0.112,0.726,0.605,0.894,1.975,0.099,2.625,1.506,1.697,0.154,1.403,-0.122,0.918,0.88,0.121,1.682,1.02,0.585,0.066,1.903,0.242,0.584,0.215,0.788,1.856,0.433,0.119,1.598,0.829,0.781,-0.005,0.948,0.618,0.255,0.836,1.088,1.084,0.358,1.037,1.318,1.999,0.372,0.188,0.719,0.128,0.18,1.679,1.674,0.41,0.721,0.654,0.862,1.612,0.255
1/20/13,0.749,0.825,1.906,1.031,1.527,1.295,0.768,0.767,0.94,0.132,0.805,0.911,1.182,1.133,1.039,1.261,1.429,0.79,0.51,1.161,0.42,1.932,0.995,0.401,0.167,1.204,0.609,1.004,0.714,1.325,0.42,0.679,0.966,1.864,1.218,0.919,0.898,0.882,1.007,0.785,1.354,0.2,0.845,0.94,0.835,0.46,0.078,0.695,0.695,0.371,1.973,0.269,2.571,1.314,1.16,0.746,1.526,0.288,0.852,0.963,0.197,1.237,1.609,0.32,0.351,1.896,-0.165,0.205,-0.257,0.73,1.101,0.014,0.025,1.471,0.918,1.135,0.588,0.932,0.438,0.156,1.296,1.151,0.569,0.399,1.153,1.168,1.981,0.793,0.327,0.691,0.605,0.473,2.003,1.747,0.942,0.637,0.529,0.908,1.255,0.393
